,Unnamed: 0,Name,Manufacturer,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Engine CC,Power,Seats,Mileage Km/L,Price,AverageYearlySales
218,220,Hyundai i20 Active 1.2 SX,Hyundai,Coimbatore,2018,25166,Petrol,Manual,First,1197,81.86,5,17.19,8.22,409526
219,221,Honda Amaze VX i-DTEC,Honda,Kolkata,2014,64000,Diesel,Manual,Second,1498,98.6,5,25.8,3.5,307092
220,222,Maruti Wagon R LXI,Maruti,Chennai,2004,61000,Petrol,Manual,Second,998,67.1,5,18.9,1.25,577260
221,223,Mahindra Verito 1.5 D4 BSIV,Mahindra,Hyderabad,2013,107000,Diesel,Manual,First,1461,65.0,5,21.03,3.7,682908
222,224,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,MercedesBenz,Coimbatore,2018,29161,Diesel,Automatic,First,2143,167.62,5,19.27,39.41,284537
223,225,Maruti Wagon R VXI,Maruti,Kolkata,2013,32000,Petrol,Manual,First,998,67.04,5,22.5,2.65,456115
224,226,Nissan Terrano XV Premium 110 PS Anniversary Edition,Nissan,Coimbatore,2015,46173,Diesel,Manual,Second,1461,108.5,5,19.01,8.92,424311
226,228,Mini Cooper Convertible S,Mini,Kochi,2017,26327,Petrol,Automatic,First,1998,189.08,4,16.82,35.67,793265
227,230,Tata Indica V2 DLS BSII,Tata,Jaipur,2007,200000,Diesel,Manual,Second,1396,53.5,5,17.2,0.85,759147
228,231,Chevrolet Beat LT,Chevrolet,Kochi,2016,60813,Petrol,Manual,Second,1199,76.8,5,18.6,3.32,219016
229,232,Volkswagen Polo Diesel Comfortline 1.2L,Volkswagen,Mumbai,2012,45000,Diesel,Manual,First,1199,73.9,5,22.07,3.6,256058
230,233,Maruti Swift ZDi,Maruti,Hyderabad,2016,64000,Diesel,Manual,First,1248,74.0,5,22.9,6.8,265867
231,234,Ford Figo Diesel EXI,Ford,Kolkata,2012,41284,Diesel,Manual,First,1399,68.05,5,20.0,2.5,428120
232,235,Toyota Innova Crysta 2.8 GX AT,Toyota,Kochi,2019,14165,Diesel,Automatic,First,2755,171.5,7,11.36,19.64,616316
233,236,Hyundai Santa Fe 4x4 AT,Hyundai,Mumbai,2011,67000,Diesel,Automatic,Second,2199,194.3,7,11.72,7.0,311722
234,237,Honda City i-VTEC V,Honda,Kolkata,2011,32572,Petrol,Manual,First,1497,117.3,5,17.4,3.87,436543
235,238,Hyundai i20 1.2 Magna Executive,Hyundai,Kochi,2018,14960,Petrol,Manual,First,1197,81.83,5,18.6,6.27,304038
238,241,Hyundai i20 Sportz 1.4 CRDi,Hyundai,Kochi,2015,56847,Diesel,Manual,First,1396,88.73,5,22.54,7.2,368763
239,242,Toyota Innova 2.5 Z Diesel 7 Seater,Toyota,Coimbatore,2015,121374,Diesel,Manual,First,2494,100.6,7,12.99,14.3,372889
243,246,Honda City i VTEC V,Honda,Kochi,2016,33915,Petrol,Manual,First,1497,117.3,5,17.8,8.09,678511
244,247,BMW X1 sDrive20d,BMW,Ahmedabad,2014,82002,Diesel,Automatic,First,1995,184.0,5,17.05,18.5,512541
245,248,Hyundai Grand i10 CRDi Era,Hyundai,Mumbai,2017,33000,Diesel,Manual,First,1120,70.0,5,24.0,4.75,706769
246,249,Maruti Ciaz 1.3 Alpha,Maruti,Chennai,2016,34000,Diesel,Manual,First,1248,88.5,5,28.09,8.45,507367
247,250,Skoda Rapid Leisure 1.6 TDI MT,Skoda,Kolkata,2012,55000,Diesel,Manual,First,1598,103.6,5,20.5,3.5,607660
248,251,Hyundai Accent CRDi,Hyundai,Kochi,2006,160538,Diesel,Manual,First,1493,82.0,5,13.1,1.8,542357
249,252,Volkswagen Polo GT 1.5 TDI,Volkswagen,Jaipur,2014,60000,Diesel,Manual,Second,1498,103.6,5,19.91,3.7,371393
250,253,Honda Jazz 1.2 VX i VTEC,Honda,Coimbatore,2017,49575,Petrol,Manual,First,1199,88.7,5,18.7,7.17,554159
251,254,Hyundai i10 Era,Hyundai,Jaipur,2010,83000,Petrol,Manual,First,1086,68.05,5,19.81,1.75,459184
252,255,Hyundai Tucson 2.0 e-VGT 2WD AT GLS,Hyundai,Kochi,2018,51346,Diesel,Automatic,First,1995,183.0,5,16.38,21.99,700225
253,256,Toyota Innova Crysta 2.4 ZX MT,Toyota,Pune,2017,43000,Diesel,Manual,First,2393,147.8,7,13.68,18.65,528022
254,257,Maruti Omni MPI CARGO BSIII W/ IMMOBILISER,Maruti,Jaipur,2011,35000,Petrol,Manual,Third,796,35.0,5,19.7,1.85,333459
255,258,Maruti Swift VXI BSIV,Maruti,Coimbatore,2017,27872,Petrol,Manual,Second,1197,81.8,5,20.4,5.95,432887
256,259,Hyundai Grand i10 Magna,Hyundai,Mumbai,2014,16514,Petrol,Manual,First,1197,82.0,5,18.9,3.75,655526
258,261,Hyundai Verna CRDi 1.6 SX,Hyundai,Hyderabad,2008,143275,Diesel,Manual,First,1582,126.2,5,22.0,2.6,508014
260,263,Hyundai i20 1.2 Sportz,Hyundai,Mumbai,2010,52000,Petrol,Manual,First,1197,80.0,5,17.0,2.8,671826
261,264,Mercedes-Benz GLE 350d,MercedesBenz,Coimbatore,2017,29819,Diesel,Automatic,First,2987,254.79,5,11.57,61.29,544451
262,265,Mercedes-Benz New C-Class C 220 CDI CLASSIC,MercedesBenz,Bangalore,2014,57000,Diesel,Manual,Second,2148,170.0,5,15.8,18.0,367032
263,266,Maruti Ritz ZDi,Maruti,Hyderabad,2014,88500,Diesel,Manual,First,1248,73.94,5,23.2,4.35,316372
264,267,Hyundai Creta 1.6 CRDi SX,Hyundai,Bangalore,2016,28000,Diesel,Manual,First,1582,126.2,5,19.67,13.75,390036
265,268,Maruti A-Star Vxi,Maruti,Pune,2010,67000,Petrol,Manual,First,998,66.1,5,19.0,2.0,674695
266,269,Renault Duster 110PS Diesel RXZ Option,Renault,Delhi,2016,26000,Diesel,Manual,First,1461,108.45,5,19.64,10.0,661355
267,270,Fiat Grande Punto 1.3 Emotion Pack (Diesel),Fiat,Delhi,2010,120000,Diesel,Manual,First,1248,76.0,5,17.8,1.65,790324
268,271,BMW X3 xDrive30d M Sport,BMW,Coimbatore,2017,51982,Diesel,Automatic,First,2993,258.0,5,16.55,45.77,638275
269,272,Hyundai i10 Sportz,Hyundai,Bangalore,2010,36000,Petrol,Manual,Second,1197,78.9,5,20.36,3.25,639111
270,273,Toyota Innova 2.5 G4 Diesel 7-seater,Toyota,Pune,2016,47000,Diesel,Manual,First,2494,102.0,7,12.8,12.8,576540
271,274,Maruti Zen VXI BSII,Maruti,Mumbai,2002,60000,Petrol,Manual,Third,993,60.0,5,17.3,0.55,678074
273,276,Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,Mahindra,Pune,2013,105000,Diesel,Manual,Second,2179,120.0,8,12.05,7.0,373307
274,277,Tata Zest Quadrajet 1.3 75PS XE,Tata,Pune,2017,121900,Diesel,Manual,First,1248,74.0,5,22.95,3.75,615983
275,278,Ford EcoSport 1.0 Ecoboost Titanium Plus,Ford,Mumbai,2017,22695,Petrol,Manual,First,999,123.24,5,18.88,8.5,624671
276,279,Maruti Swift Dzire ZDI,Maruti,Jaipur,2012,73000,Diesel,Manual,First,1248,74.0,5,23.4,4.35,448899
277,280,Maruti Alto 800 LXI,Maruti,Kochi,2016,32227,Petrol,Manual,First,796,47.3,5,22.74,3.26,759897
278,281,Honda City 1.5 S MT,Honda,Jaipur,2011,55000,Petrol,Manual,First,1497,118.0,5,17.0,4.21,724205
279,282,Audi Q7 3.0 TDI Quattro Technology,Audi,Kochi,2018,11287,Diesel,Automatic,First,2967,241.4,7,12.07,70.36,535138
280,283,Skoda Laura 1.9 TDI AT Ambiente,Skoda,Mumbai,2009,48000,Diesel,Automatic,Second,1896,105.0,5,17.0,2.95,405550
281,284,Hyundai Verna 1.6 SX VTVT (O),Hyundai,Kochi,2012,54308,Petrol,Manual,First,1591,121.3,5,17.1,4.28,408767
282,285,Honda City 1.5 V AT,Honda,Jaipur,2009,78442,Petrol,Automatic,First,1497,118.0,5,16.8,3.57,325984
283,286,Hyundai i20 Magna Optional 1.4 CRDi,Hyundai,Kolkata,2013,46000,Diesel,Manual,First,1396,88.8,5,21.9,3.11,626130
284,287,Hyundai i20 Sportz AT 1.4,Hyundai,Coimbatore,2014,45051,Petrol,Automatic,First,1396,98.6,5,15.0,5.96,673466
285,288,Volkswagen Vento Diesel Highline,Volkswagen,Hyderabad,2011,69000,Diesel,Manual,First,1598,103.6,5,20.54,4.7,568117
286,289,Honda City i VTEC VX,Honda,Ahmedabad,2014,49000,Petrol,Manual,First,1497,117.3,5,17.4,6.9,219927
288,291,BMW 5 Series 2003-2012 520d,BMW,Pune,2015,64000,Diesel,Automatic,First,1995,177.0,5,18.48,28.0,535792
289,292,Maruti Wagon R LXI Minor,Maruti,Delhi,2009,60000,Petrol,Manual,First,1061,67.0,5,18.9,1.35,701780
290,293,Honda Jazz VX,Honda,Delhi,2015,62178,Petrol,Manual,First,1199,88.7,5,18.2,4.85,327867
291,294,Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,Volkswagen,Coimbatore,2012,58006,Diesel,Manual,First,1896,105.0,5,15.0,6.7,376934
294,297,Hyundai i10 Magna 1.2 iTech SE,Hyundai,Pune,2012,45275,Petrol,Manual,First,1197,78.9,5,20.36,2.8,346870
296,299,Audi A6 2011-2015 2.0 TDI Technology,Audi,Kochi,2015,31652,Diesel,Automatic,First,1968,174.33,5,17.68,26.78,416608
298,301,Volkswagen Polo Petrol Trendline 1.2L,Volkswagen,Mumbai,2015,31978,Petrol,Manual,First,1198,73.9,5,16.47,3.89,222446
299,302,Maruti Alto K10 LXI,Maruti,Hyderabad,2011,70000,Petrol,Manual,First,998,67.1,5,20.92,2.1,691119
300,303,Honda City i-VTEC CVT ZX,Honda,Mumbai,2017,15000,Petrol,Automatic,First,1497,117.3,5,18.0,12.69,274523
301,304,Tata Indigo LX,Tata,Coimbatore,2013,59138,Diesel,Manual,First,1405,70.0,5,17.0,2.58,524314
303,306,Mercedes-Benz GLA Class 200 CDI SPORT,MercedesBenz,Delhi,2015,48000,Diesel,Automatic,First,2143,136.0,5,17.9,20.26,731653
306,309,Maruti Celerio VXI AT,Maruti,Hyderabad,2014,77815,Petrol,Automatic,First,998,67.04,5,23.1,4.25,276014
307,310,Mercedes-Benz GLE 250d,MercedesBenz,Hyderabad,2017,29000,Diesel,Automatic,First,2143,201.15,5,17.9,57.0,241029
308,311,Land Rover Range Rover HSE Dynamic,Land,Delhi,2017,44000,Diesel,Automatic,First,2179,187.7,5,12.7,44.0,724412
309,312,Volkswagen Vento Diesel Trendline,Volkswagen,Hyderabad,2011,108626,Diesel,Manual,First,1598,103.6,5,20.54,3.65,777673
310,313,Maruti Omni 8 Seater BSIV,Maruti,Hyderabad,2012,71791,Petrol,Manual,First,796,35.0,5,14.0,2.05,744716
311,314,Honda Brio 1.2 VX MT,Honda,Kochi,2012,91931,Petrol,Manual,First,1198,86.8,5,18.5,3.13,791673
312,315,Tata Sumo Delux,Tata,Hyderabad,2000,158000,Diesel,Manual,Second,2956,83.1,7,14.07,1.5,463427
313,316,Tata Indica Vista Aura 1.3 Quadrajet,Tata,Pune,2012,91183,Diesel,Manual,First,1248,75.0,5,18.0,2.85,289827
316,319,Tata Indigo LS Dicor,Tata,Pune,2008,138000,Diesel,Manual,Second,1396,70.0,5,17.1,1.25,765278
317,320,Maruti Ertiga Paseo VXI,Maruti,Mumbai,2018,18000,Petrol,Manual,First,1373,93.7,7,16.02,8.25,763692
318,321,Honda Accord 2.4 A/T,Honda,Mumbai,2011,60000,Petrol,Automatic,First,2354,177.6,5,11.7,4.45,260730
319,322,Maruti Swift Dzire VDi,Maruti,Kolkata,2012,48000,Diesel,Manual,First,1248,73.9,5,19.3,3.7,618996
320,323,Ford Fiesta EXi 1.4 TDCi Ltd,Ford,Hyderabad,2009,160000,Diesel,Manual,First,1399,68.0,5,17.8,2.8,778126
321,324,Honda City ZX GXi,Honda,Kolkata,2008,40000,Petrol,Manual,First,1497,78.0,5,17.7,1.8,582740
323,326,BMW 6 Series 640d Gran Coupe,BMW,Mumbai,2011,30000,Diesel,Automatic,First,2993,313.0,4,9.52,49.0,763156
324,327,Audi Q7 45 TDI Quattro Technology,Audi,Coimbatore,2017,97430,Diesel,Automatic,First,2967,245.0,7,14.75,62.67,589808
325,328,Maruti Zen Estilo LXI Green (CNG),Maruti,Pune,2008,42496,CNG,Manual,First,998,67.1,5,26.3,1.4,563703
326,329,Hyundai i20 1.4 CRDi Asta,Hyundai,Pune,2012,83000,Diesel,Manual,First,1396,90.0,5,23.0,5.5,574931
327,330,Hyundai i10 Sportz AT,Hyundai,Bangalore,2009,37000,Petrol,Automatic,Third,1197,78.9,5,16.95,2.95,281805
331,334,Volkswagen Polo Petrol Comfortline 1.2L,Volkswagen,Kolkata,2011,32000,Petrol,Manual,First,1198,73.9,5,16.47,2.55,228056
333,336,Toyota Corolla H4,Toyota,Chennai,2004,105000,Petrol,Automatic,Second,1794,125.0,5,11.3,2.5,588651
335,338,Tata Manza ELAN Quadrajet BS IV,Tata,Pune,2012,73000,Diesel,Manual,First,1248,88.8,5,21.12,3.4,517520
337,340,Skoda Octavia Ambition Plus 2.0 TDI AT,Skoda,Kolkata,2013,775000,Diesel,Automatic,First,1968,141.0,5,19.3,7.5,214797
340,343,Maruti Vitara Brezza LDi,Maruti,Chennai,2016,45000,Diesel,Manual,First,1248,88.5,5,24.3,7.15,582510
341,344,Honda City 1.5 V MT,Honda,Delhi,2010,87430,Petrol,Manual,First,1497,118.0,5,17.0,3.5,273268
342,345,Tata Indica Vista Aqua 1.3 Quadrajet,Tata,Hyderabad,2014,133944,Diesel,Manual,Second,1248,75.0,5,18.0,3.5,389351
344,347,Hyundai EON D Lite Plus,Hyundai,Coimbatore,2016,27904,Petrol,Manual,First,814,55.2,5,21.1,3.55,378477
347,350,Tata Manza Club Class Quadrajet90 LS,Tata,Ahmedabad,2013,47304,Diesel,Manual,First,1248,88.8,5,21.02,2.9,342606
348,351,Skoda Octavia RS,Skoda,Jaipur,2005,100000,Petrol,Automatic,First,1984,227.0,5,14.45,2.05,239045
351,354,Chevrolet Spark 1.0 LS,Chevrolet,Kolkata,2011,21000,Petrol,Manual,Second,995,62.0,5,18.0,0.95,261480
352,355,Jaguar XF 2.0 Diesel Portfolio,Jaguar,Hyderabad,2017,21000,Diesel,Automatic,First,1999,177.0,5,19.33,52.0,726268
353,356,Honda CR-V RVi MT,Honda,Jaipur,2007,119000,Petrol,Manual,Third,1997,141.1,5,13.1,3.91,675165
354,357,Skoda Superb L&K 1.8 TSI AT,Skoda,Kochi,2019,13747,Petrol,Automatic,First,1798,177.46,5,14.67,27.3,667468
357,360,Maruti Swift Dzire VXi AT,Maruti,Mumbai,2016,18000,Petrol,Automatic,First,1197,83.14,5,18.5,6.2,395339
359,362,Maruti Swift Dzire Tour LDI,Maruti,Mumbai,2015,130000,Diesel,Manual,First,1248,74.0,5,23.4,3.25,325951
360,363,Ford Fiesta Classic 1.4 Duratorq CLXI,Ford,Pune,2012,63400,Diesel,Manual,First,1399,67.0,5,17.8,3.25,268149
361,364,Maruti Zen LX,Maruti,Kolkata,2003,65000,Petrol,Manual,First,993,60.0,5,17.3,0.65,307149
362,365,Mini Clubman Cooper S,Mini,Pune,2017,8350,Petrol,Manual,First,1998,192.0,5,13.8,35.0,681054
363,366,Toyota Etios GD,Toyota,Kolkata,2014,45000,Diesel,Manual,First,1364,67.05,5,23.59,3.25,328877
364,367,Maruti Alto 800 2016-2019 LXI,Maruti,Kolkata,2018,26200,Petrol,Manual,First,796,47.3,5,24.7,2.9,636969
365,368,Maruti Alto VXi,Maruti,Bangalore,2011,11000,Petrol,Manual,Third,796,47.0,5,18.9,2.9,542977
366,369,BMW X5 3.0d,BMW,Bangalore,2009,90000,Diesel,Automatic,Second,2993,235.0,5,11.0,17.75,646795
367,370,Nissan Teana XV,Nissan,Mumbai,2015,74000,Petrol,Automatic,Second,2496,179.5,5,11.07,8.25,733795
368,371,Hyundai Grand i10 AT Asta,Hyundai,Coimbatore,2015,37081,Petrol,Automatic,First,1197,82.0,5,18.9,5.77,621007
370,373,Audi Q7 3.0 TDI Quattro Premium Plus,Audi,Mumbai,2008,99000,Diesel,Automatic,Third,2967,241.4,7,12.07,12.95,729677
371,374,Mercedes-Benz GLA Class 200 CDI,MercedesBenz,Chennai,2015,38000,Diesel,Automatic,First,2143,136.0,5,17.9,20.0,267538
372,375,Maruti 800 AC,Maruti,Chennai,2007,72000,Petrol,Manual,Third,796,37.0,4,16.1,1.0,508094
374,377,Toyota Corolla Altis D-4D GL,Toyota,Mumbai,2017,5900,Diesel,Manual,First,1364,87.2,5,21.43,16.5,312474
375,378,Mercedes-Benz New C-Class 220,MercedesBenz,Chennai,2014,25000,Diesel,Manual,First,2148,170.0,5,15.8,26.0,355958
377,380,Honda BRV i-VTEC V CVT,Honda,Kochi,2017,35676,Petrol,Automatic,First,1497,117.3,7,16.0,9.48,400802
378,381,Hyundai Xcent 1.1 CRDi Base,Hyundai,Kochi,2015,74310,Diesel,Manual,First,1120,71.0,5,24.4,4.0,783512
379,382,Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,MercedesBenz,Jaipur,2014,59364,Diesel,Automatic,First,2143,203.0,5,14.21,26.5,473434
381,384,Mercedes-Benz E-Class 2015-2017 E250 Edition E,MercedesBenz,Bangalore,2017,33900,Diesel,Automatic,First,2143,204.0,5,15.0,37.0,631378
382,385,Honda City i VTEC VX Option,Honda,Mumbai,2016,28000,Petrol,Manual,First,1497,117.3,5,17.8,8.75,459735
385,388,Hyundai Verna Transform VTVT,Hyundai,Pune,2010,95000,Petrol,Manual,First,1599,103.2,5,16.2,2.5,659102
386,389,Jaguar XE Portfolio,Jaguar,Mumbai,2017,9000,Petrol,Automatic,First,1999,246.74,5,13.5,34.5,673389
387,390,Honda Amaze S i-Vtech,Honda,Delhi,2015,52516,Petrol,Manual,First,1198,86.7,5,18.0,4.65,429423
388,391,Mini Cooper Convertible 1.6,Mini,Bangalore,2015,20000,Petrol,Automatic,First,1598,122.0,4,18.86,32.0,456156
389,392,Mercedes-Benz S Class 2005 2013 S 350 CDI,MercedesBenz,Coimbatore,2017,56451,Diesel,Automatic,First,2987,282.0,5,13.5,62.81,724886
392,395,Maruti Ritz LDi,Maruti,Coimbatore,2011,90207,Diesel,Manual,First,1248,73.9,5,21.1,3.91,491693
393,396,BMW 3 Series 320d Sedan,BMW,Chennai,2011,89616,Diesel,Automatic,First,1995,181.0,5,16.07,11.0,698378
394,397,Tata Xenon XT EX 4X2,Tata,Pune,2014,85000,Diesel,Manual,First,2179,138.03,5,13.49,3.5,541420
395,398,Audi A3 35 TDI Attraction,Audi,Chennai,2014,79271,Diesel,Automatic,First,1968,143.0,5,20.38,16.5,596325
397,400,Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,MercedesBenz,Pune,2010,85001,Diesel,Automatic,Second,2987,224.0,7,12.0,28.0,519999
398,401,Mitsubishi Pajero Sport 4X2 AT DualTone BlackTop,Mitsubishi,Hyderabad,2018,12000,Diesel,Automatic,First,2477,175.56,7,13.5,28.0,388079
399,402,Maruti Alto LX,Maruti,Jaipur,2010,125000,Petrol,Manual,First,796,46.3,5,19.7,0.92,411066
401,404,Land Rover Range Rover 2.2L Prestige,Land,Coimbatore,2017,34990,Diesel,Automatic,First,2179,187.7,5,12.7,53.83,633030
402,405,Hyundai Verna 1.6 SX VTVT,Hyundai,Pune,2011,49768,Petrol,Manual,Second,1591,121.3,5,17.01,4.95,632428
403,406,BMW 5 Series 525d Sedan,BMW,Hyderabad,2013,56000,Diesel,Automatic,First,2993,218.0,5,16.73,33.5,443019
404,407,Jaguar XF Diesel,Jaguar,Bangalore,2013,75000,Diesel,Automatic,First,2993,270.9,5,14.74,27.95,666910
406,409,Audi Q3 35 TDI Quattro Premium,Audi,Kochi,2017,37542,Diesel,Automatic,First,1968,174.33,5,15.73,25.71,209121
408,411,Mercedes-Benz New C-Class 220 CDI AT,MercedesBenz,Jaipur,2013,35299,Diesel,Automatic,First,2143,170.0,5,14.84,19.0,511946
409,412,Mahindra Scorpio S10 4WD,Mahindra,Kochi,2017,28464,Diesel,Manual,First,2179,120.0,7,15.4,13.05,644907
411,414,Honda BR-V i-VTEC S MT,Honda,Pune,2017,9000,Petrol,Manual,First,1497,117.3,7,15.4,8.5,686892
412,415,Volvo S80 2006-2013 D5,Volvo,Chennai,2010,92098,Diesel,Automatic,Second,2400,215.0,5,16.0,7.25,503184
413,416,Hyundai Accent GLE,Hyundai,Pune,2005,5834,Petrol,Manual,First,1495,94.0,5,13.2,0.8,516443
414,417,Hyundai i20 Active SX Petrol,Hyundai,Jaipur,2017,40250,Petrol,Manual,First,1197,81.86,5,17.19,6.9,533182
415,418,Mercedes-Benz GLC 43 AMG Coupe,MercedesBenz,Coimbatore,2018,22397,Petrol,Automatic,First,2996,367.0,5,11.5,70.99,662605
417,420,Hyundai Grand i10 SportZ Edition,Hyundai,Kochi,2018,40322,Petrol,Manual,First,1197,81.86,5,18.9,5.5,722472
418,421,Honda City 1.5 EXI S,Honda,Mumbai,2013,52576,Petrol,Manual,First,1493,100.0,5,13.0,4.35,582000
420,423,Audi A6 35 TFSI Matrix,Audi,Mumbai,2016,47000,Petrol,Automatic,First,1798,187.74,5,15.26,24.5,468716
421,424,Volkswagen Jetta 2007-2011 1.9 L TDI,Volkswagen,Hyderabad,2010,42021,Diesel,Manual,First,1968,74.0,5,0.0,5.45,636520
422,425,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Hyundai,Coimbatore,2017,23163,Petrol,Manual,First,1591,121.3,5,15.29,12.03,568798
426,429,Toyota Etios VD,Toyota,Bangalore,2013,37000,Diesel,Manual,First,1364,67.04,5,23.59,5.75,684485
428,431,Maruti Baleno Alpha Automatic,Maruti,Coimbatore,2018,12831,Petrol,Automatic,First,1197,83.1,5,21.4,9.89,498280
429,432,Skoda Laura Ambiente 2.0 TDI CR AT,Skoda,Coimbatore,2012,143017,Diesel,Automatic,First,1968,138.1,5,20.0,6.58,481165
430,433,Hyundai EON Era Plus,Hyundai,Kochi,2018,13102,Petrol,Manual,First,814,55.2,5,21.1,4.06,213043
431,434,Renault Captur 1.5 Diesel RXL,Renault,Coimbatore,2019,24950,Diesel,Manual,First,1461,108.45,5,20.37,13.37,305955
432,435,BMW 5 Series 2003-2012 GT 530d LE,BMW,Coimbatore,2011,57832,Diesel,Automatic,First,2993,258.0,5,16.2,25.82,222581
434,437,Volvo V40 D3,Volvo,Bangalore,2015,33000,Diesel,Automatic,Second,1984,150.0,5,16.8,22.0,579244
435,438,Maruti Wagon R LXI BSII,Maruti,Ahmedabad,2007,55100,Petrol,Manual,First,998,67.1,5,18.9,1.45,644045
437,440,Maruti Eeco 5 STR With AC Plus HTR CNG,Maruti,Kochi,2017,31841,CNG,Manual,First,1196,73.0,5,15.1,4.7,546972
438,441,Chevrolet Enjoy 1.4 LS 8,Chevrolet,Kolkata,2014,15000,Petrol,Manual,First,1399,98.79,8,13.7,3.75,578521
439,442,Mahindra Bolero ZLX,Mahindra,Coimbatore,2016,82756,Diesel,Manual,First,2523,62.1,7,15.96,7.7,397456
440,443,Hyundai Santro GLS I - Euro I,Hyundai,Coimbatore,2012,50243,Petrol,Manual,First,1086,74.0,5,0.0,3.35,557062
441,444,Hyundai EON D Lite,Hyundai,Hyderabad,2014,20600,Petrol,Manual,First,814,55.2,5,21.1,2.6,558446
442,445,Hyundai Creta 1.6 SX Plus Petrol Automatic,Hyundai,Coimbatore,2017,29952,Petrol,Automatic,First,1591,121.3,5,13.0,13.77,705952
443,446,Volkswagen Vento 1.6 Comfortline,Volkswagen,Mumbai,2017,15000,Petrol,Manual,Second,1598,103.5,5,16.09,7.1,494066
444,447,Honda Civic 2006-2010 1.8 S AT,Honda,Pune,2008,61938,Petrol,Automatic,Second,1799,130.0,5,12.9,2.65,223588
447,450,Hyundai i20 1.2 Asta Option,Hyundai,Coimbatore,2017,26185,Petrol,Manual,First,1197,81.83,5,18.6,7.98,217539
448,451,Audi Q5 30 TDI quattro Premium Plus,Audi,Bangalore,2014,38000,Diesel,Automatic,Second,1968,174.3,5,14.16,39.0,215132
449,452,Maruti Ritz VXi,Maruti,Chennai,2011,67000,Petrol,Manual,Second,1197,85.8,5,18.5,2.25,635341
450,453,Mitsubishi Cedia Sports,Mitsubishi,Chennai,2010,66000,Petrol,Manual,Second,1999,114.0,5,13.17,3.85,479838
452,455,Maruti Celerio LDi,Maruti,Hyderabad,2016,80219,Diesel,Manual,First,793,47.0,5,27.62,3.5,315679
453,456,Maruti S-Cross Delta DDiS 200 SH,Maruti,Delhi,2018,12923,Diesel,Manual,First,1248,88.5,5,25.1,8.92,668123
454,457,Audi Q3 35 TDI Quattro Premium Plus,Audi,Coimbatore,2016,86642,Diesel,Automatic,First,1968,181.0,5,15.17,20.37,713432
456,459,Audi Q7 4.2 TDI Quattro Technology,Audi,Coimbatore,2016,51002,Diesel,Automatic,First,4134,335.2,7,11.33,48.91,617757
457,460,Hyundai i20 2015-2017 Asta 1.2,Hyundai,Pune,2016,6800,Petrol,Manual,First,1197,81.83,5,18.6,7.2,366905
458,461,Renault Duster 110PS Diesel RxL,Renault,Hyderabad,2012,82749,Diesel,Manual,First,1461,108.45,5,19.01,5.99,625400
459,462,Hyundai Xcent 1.1 CRDi S Celebration Edition,Hyundai,Pune,2016,51000,Diesel,Manual,First,1120,71.0,5,24.4,5.25,380371
460,463,Ford Ecosport 1.5 DV5 MT Titanium,Ford,Delhi,2014,31465,Diesel,Manual,First,1498,89.84,5,22.7,6.5,672725
462,465,Hyundai Grand i10 CRDi Magna,Hyundai,Kolkata,2017,14000,Diesel,Manual,First,1120,70.0,5,24.0,4.6,242671
463,466,Tata Manza Aqua Quadrajet BS IV,Tata,Ahmedabad,2013,47000,Diesel,Manual,First,1248,88.8,5,21.12,2.95,701905
465,468,Hyundai Santro Xing GLS,Hyundai,Bangalore,2008,46000,Petrol,Manual,Second,1086,62.1,5,17.92,2.22,551895
467,470,Maruti Ciaz 1.3 S,Maruti,Coimbatore,2017,25142,Diesel,Manual,First,1248,88.5,5,28.09,8.26,646397
468,471,Toyota Fortuner 4x4 MT TRD Sportivo,Toyota,Delhi,2013,69000,Diesel,Manual,First,2982,169.0,7,12.55,14.45,640443
469,472,Ford Fiesta 1.6 SXI ABS Duratec,Ford,Chennai,2009,80524,Petrol,Manual,Second,1596,74.0,5,15.3,2.5,758351
470,473,Mercedes-Benz E-Class E 220 d,MercedesBenz,Kochi,2018,26405,Petrol,Automatic,First,1950,191.34,5,12.6,51.43,633364
471,474,Mercedes-Benz New C-Class 220 CDI MT,MercedesBenz,Chennai,2014,45000,Diesel,Manual,First,2148,170.0,5,15.8,23.0,496535
472,475,Skoda Yeti Ambition 4X2,Skoda,Kolkata,2012,64284,Diesel,Manual,First,1968,108.49,5,17.72,5.5,724398
474,477,Ford Figo 2015-2019 1.2P Titanium MT,Ford,Hyderabad,2018,3678,Petrol,Manual,First,1196,86.8,5,18.16,6.8,290755
475,478,Skoda Octavia Ambition 1.4 TSI MT,Skoda,Mumbai,2013,21000,Petrol,Manual,First,1395,138.02,5,16.8,8.75,402932
476,479,Renault Duster 85PS Diesel RxL Option,Renault,Mumbai,2015,67000,Diesel,Manual,Second,1461,83.8,5,19.87,7.0,438663
477,480,Land Rover Range Rover Evoque 2.0 TD4 Pure,Land,Delhi,2015,24000,Diesel,Automatic,Second,1999,177.0,5,15.68,33.5,311797
